invoice_id,customer_id,customer_name,invoice_date,due_date,invoice_amount,tax_amount,total_amount,paid_amount,balance_amount,payment_status,payment_date,payment_terms,currency,sales_rep_id,sales_rep_name,reference_number,tax_type
INV0005154,CUST000516,Bajaj Steel Enterprises,2025-01-21,2025-02-20,48541.54,2427.08,50968.62,0.00,50968.62,Overdue,,Net 30,INR,REP000003,Vijay Gupta,PO-821559,GST5
INV0005155,CUST000516,Bajaj Steel Enterprises,2025-04-15,2025-05-15,81685.73,4084.29,85770.02,85770.02,0.00,Paid,2025-05-10,Net 30,INR,REP000019,Shalini Gupta,PO-421864,GST5
INV0005161,CUST000517,HCL Steel Enterprises,2025-01-05,2025-02-19,125398.04,15047.76,140445.80,140445.80,0.00,Paid,2025-03-29,Net 45,INR,REP000050,Ashok Joshi,PO-420041,GST12
INV0005162,CUST000517,HCL Steel Enterprises,2025-01-29,2025-03-15,429222.59,120182.33,549404.92,549404.92,0.00,Paid,2025-04-04,Net 45,INR,REP000043,Vijay Joshi,PO-885854,GST28
INV0005163,CUST000517,HCL Steel Enterprises,2024-12-23,2025-02-06,288770.35,51978.66,340749.01,340749.01,0.00,Paid,2025-02-15,Net 45,INR,REP000043,Vijay Joshi,PO-977256,GST18
INV0005171,CUST000518,Hindustan Steel Enterprises,2025-02-03,2025-04-04,1588268.85,444715.28,2032984.13,2032984.13,0.00,Paid,2025-02-27,Net 60,INR,REP000025,Anil Mishra,PO-118414,GST28
INV0005172,CUST000518,Hindustan Steel Enterprises,2024-12-15,2025-02-13,2913518.18,524433.27,3437951.45,3437951.45,0.00,Paid,2025-04-16,Net 60,INR,REP000039,Shalini Mishra,PO-173634,GST18
INV0005173,CUST000518,Hindustan Steel Enterprises,2025-02-10,2025-04-11,2181618.30,109080.91,2290699.21,0.00,2290699.21,Overdue,,Net 60,INR,REP000036,Anita Mishra,PO-333943,GST5
INV0005181,CUST000519,Indian Steel Enterprises,2025-03-05,2025-03-20,75350.33,3767.52,79117.85,79117.85,0.00,Paid,2025-04-07,Net 15,INR,REP000033,Pooja Mishra,PO-429512,GST5
INV0005182,CUST000519,Indian Steel Enterprises,2024-12-12,2024-12-27,56823.80,6818.86,63642.66,0.00,63642.66,Overdue,,Net 15,INR,REP000015,Sunita Gupta,PO-633778,GST12
INV0005183,CUST000519,Indian Steel Enterprises,2024-11-17,2024-12-02,35728.07,6431.05,42159.12,0.00,42159.12,Overdue,,Net 15,INR,REP000017,Meena Gupta,PO-944057,GST18
INV0005184,CUST000519,Indian Steel Enterprises,2025-01-25,2025-02-09,79700.76,14346.14,94046.90,94046.90,0.00,Paid,2025-02-14,Net 15,INR,REP000030,Ashok Mishra,PO-708466,GST18
INV0005185,CUST000519,Indian Steel Enterprises,2024-11-23,2024-12-08,42727.53,5127.30,47854.83,0.00,47854.83,Overdue,,Net 15,INR,REP000015,Sunita Gupta,PO-609945,GST12
INV0005186,CUST000519,Indian Steel Enterprises,2024-11-22,2024-12-07,80680.64,14522.52,95203.16,95203.16,0.00,Paid,2024-12-24,Net 15,INR,REP000005,Anil Gupta,PO-535464,GST18
INV0005187,CUST000519,Indian Steel Enterprises,2025-03-28,2025-04-12,13951.58,1674.19,15625.77,15625.77,0.00,Paid,2025-04-04,Net 15,INR,REP000047,Sanjay Joshi,PO-643978,GST12
INV0005191,CUST000520,Tech Steel Enterprises,2024-12-20,2025-02-18,429168.62,21458.43,450627.05,450627.05,0.00,Paid,2025-02-14,Net 60,INR,REP000002,Amit Gupta,PO-656118,GST5
INV0005192,CUST000520,Tech Steel Enterprises,2025-01-15,2025-03-16,331262.49,59627.25,390889.74,390889.74,0.00,Paid,2025-01-31,Net 60,INR,REP000048,Rakesh Joshi,PO-772782,GST18
INV0005193,CUST000520,Tech Steel Enterprises,2025-02-20,2025-04-21,309143.46,55645.82,364789.28,0.00,364789.28,Unpaid,,Net 60,INR,REP000047,Sanjay Joshi,PO-204773,GST18
INV0005194,CUST000520,Tech Steel Enterprises,2024-12-05,2025-02-03,187066.83,22448.02,209514.85,209514.85,0.00,Paid,2024-12-19,Net 60,INR,REP000006,Rahul Gupta,PO-455783,GST12
INV0005195,CUST000520,Tech Steel Enterprises,2024-11-13,2025-01-12,127997.44,15359.69,143357.13,0.00,143357.13,Overdue,,Net 60,INR,REP000017,Meena Gupta,PO-189387,GST12
INV0005196,CUST000520,Tech Steel Enterprises,2024-12-14,2025-02-12,297602.03,83328.57,380930.60,380930.60,0.00,Paid,2025-03-03,Net 60,INR,REP000022,Amit Mishra,PO-196127,GST28
INV0005201,CUST000521,Tata Textiles Enterprises,2024-11-03,2024-12-18,60561.31,3028.07,63589.38,63589.38,0.00,Paid,2025-04-14,Net 45,INR,REP000050,Ashok Joshi,PO-292500,GST5
INV0005202,CUST000521,Tata Textiles Enterprises,2025-03-21,2025-05-05,37870.45,6816.68,44687.13,0.00,44687.13,Unpaid,,Net 45,INR,REP000016,Anita Gupta,PO-758328,GST18
INV0005203,CUST000521,Tata Textiles Enterprises,2024-11-26,2025-01-10,91328.24,16439.08,107767.32,0.00,107767.32,Overdue,,Net 45,INR,REP000025,Anil Mishra,PO-915055,GST18
INV0005211,CUST000522,Reliance Textiles Enterprises,2025-02-16,2025-03-18,1523364.53,426542.07,1949906.60,1949906.60,0.00,Paid,2025-03-09,Net 30,INR,REP000018,Kavita Gupta,PO-789961,GST28
INV0005212,CUST000522,Reliance Textiles Enterprises,2024-12-20,2025-01-19,1904336.72,95216.84,1999553.56,0.00,1999553.56,Overdue,,Net 30,INR,REP000029,Rajesh Mishra,PO-299100,GST5
INV0005213,CUST000522,Reliance Textiles Enterprises,2025-01-02,2025-02-01,492628.63,88673.15,581301.78,581301.78,0.00,Paid,2025-03-31,Net 30,INR,REP000049,Rajesh Joshi,PO-265764,GST18
INV0005214,CUST000522,Reliance Textiles Enterprises,2025-03-27,2025-04-26,216481.59,10824.08,227305.67,0.00,227305.67,Unpaid,,Net 30,INR,REP000047,Sanjay Joshi,PO-654924,GST5
INV0005215,CUST000522,Reliance Textiles Enterprises,2025-02-18,2025-03-20,880863.89,158555.50,1039419.39,1039419.39,0.00,Paid,2025-03-24,Net 30,INR,REP000026,Rahul Mishra,PO-282608,GST18
INV0005216,CUST000522,Reliance Textiles Enterprises,2025-01-20,2025-02-19,1390873.51,389444.58,1780318.09,0.00,1780318.09,Overdue,,Net 30,INR,REP000006,Rahul Gupta,PO-512213,GST28
INV0005221,CUST000523,Infosys Textiles Enterprises,2025-01-25,2025-02-09,1733497.09,208019.65,1941516.74,1941516.74,0.00,Paid,2025-03-26,Net 15,INR,REP000038,Kavita Mishra,PO-415619,GST12
INV0005222,CUST000523,Infosys Textiles Enterprises,2024-11-10,2024-11-25,760420.47,91250.46,851670.93,0.00,851670.93,Overdue,,Net 15,INR,REP000002,Amit Gupta,PO-957905,GST12
INV0005223,CUST000523,Infosys Textiles Enterprises,2025-02-22,2025-03-09,310280.97,37233.72,347514.69,347514.69,0.00,Paid,2025-03-10,Net 15,INR,REP000041,Raj Joshi,PO-195848,GST12
INV0005224,CUST000523,Infosys Textiles Enterprises,2025-04-03,2025-04-18,238131.16,28575.74,266706.90,0.00,266706.90,Unpaid,,Net 15,INR,REP000002,Amit Gupta,PO-494758,GST12
INV0005225,CUST000523,Infosys Textiles Enterprises,2024-12-15,2024-12-30,984527.08,49226.35,1033753.43,1033753.43,0.00,Paid,2024-12-20,Net 15,INR,REP000047,Sanjay Joshi,PO-779410,GST5
INV0005231,CUST000524,Bharti Textiles Enterprises,2024-11-28,2024-12-28,354469.82,17723.49,372193.31,0.00,372193.31,Overdue,,Net 30,INR,REP000028,Rakesh Mishra,PO-831670,GST5
INV0005232,CUST000524,Bharti Textiles Enterprises,2024-10-25,2024-11-24,162253.68,8112.68,170366.36,0.00,170366.36,Overdue,,Net 30,INR,REP000026,Rahul Mishra,PO-333893,GST5
INV0005233,CUST000524,Bharti Textiles Enterprises,2024-11-21,2024-12-21,59065.18,7087.82,66153.00,66153.00,0.00,Paid,2025-03-08,Net 30,INR,REP000038,Kavita Mishra,PO-125320,GST12
INV0005234,CUST000524,Bharti Textiles Enterprises,2024-11-04,2024-12-04,417892.90,50147.15,468040.05,468040.05,0.00,Paid,2024-11-20,Net 30,INR,REP000026,Rahul Mishra,PO-282822,GST12
INV0005235,CUST000524,Bharti Textiles Enterprises,2024-11-24,2024-12-24,319542.96,57517.73,377060.69,0.00,377060.69,Overdue,,Net 30,INR,REP000032,Neha Mishra,PO-509071,GST18
INV0005241,CUST000525,HDFC Textiles Enterprises,2025-03-03,2025-04-02,15915.33,4456.29,20371.62,0.00,20371.62,Overdue,,Net 30,INR,REP000025,Anil Mishra,PO-540300,GST28
INV0005242,CUST000525,HDFC Textiles Enterprises,2025-01-06,2025-02-05,37470.91,4496.51,41967.42,41967.42,0.00,Paid,2025-02-12,Net 30,INR,REP000035,Sunita Mishra,PO-402058,GST12
INV0005243,CUST000525,HDFC Textiles Enterprises,2025-01-25,2025-02-24,13112.48,1573.50,14685.98,0.00,14685.98,Overdue,,Net 30,INR,REP000049,Rajesh Joshi,PO-272173,GST12
INV0005244,CUST000525,HDFC Textiles Enterprises,2024-12-13,2025-01-12,71368.81,8564.26,79933.07,79933.07,0.00,Paid,2025-01-15,Net 30,INR,REP000033,Pooja Mishra,PO-589358,GST12
INV0005251,CUST000526,Wipro Textiles Enterprises,2025-01-15,2025-03-16,237680.59,28521.67,266202.26,266202.26,0.00,Paid,2025-03-03,Net 60,INR,REP000013,Pooja Gupta,PO-377555,GST12
INV0005252,CUST000526,Wipro Textiles Enterprises,2024-12-16,2025-02-14,152217.39,27399.13,179616.52,179616.52,0.00,Paid,2025-03-15,Net 60,INR,REP000033,Pooja Mishra,PO-868326,GST18
INV0005253,CUST000526,Wipro Textiles Enterprises,2025-02-15,2025-04-16,90981.17,10917.74,101898.91,101898.91,0.00,Paid,2025-03-09,Net 60,INR,REP000009,Rajesh Gupta,PO-295901,GST12
INV0005254,CUST000526,Wipro Textiles Enterprises,2024-12-08,2025-02-06,456624.18,82192.35,538816.53,538816.53,0.00,Paid,2025-01-03,Net 60,INR,REP000025,Anil Mishra,PO-731748,GST18
INV0005255,CUST000526,Wipro Textiles Enterprises,2025-02-07,2025-04-08,429660.78,77338.94,506999.72,506999.72,0.00,Paid,2025-02-28,Net 60,INR,REP000017,Meena Gupta,PO-788894,GST18
INV0005261,CUST000527,Mahindra Textiles Enterprises,2024-12-05,2025-02-03,240970.76,28916.49,269887.25,269887.25,0.00,Paid,2024-12-17,Net 60,INR,REP000011,Priya Gupta,PO-959177,GST12
INV0005262,CUST000527,Mahindra Textiles Enterprises,2025-04-18,2025-06-17,178786.45,21454.37,200240.82,0.00,200240.82,Unpaid,,Net 60,INR,REP000012,Neha Gupta,PO-736943,GST12
INV0005263,CUST000527,Mahindra Textiles Enterprises,2025-04-06,2025-06-05,344587.45,17229.37,361816.82,0.00,361816.82,Unpaid,,Net 60,INR,REP000029,Rajesh Mishra,PO-657215,GST5
INV0005264,CUST000527,Mahindra Textiles Enterprises,2024-12-27,2025-02-25,350613.64,42073.64,392687.28,392687.28,0.00,Paid,2025-01-31,Net 60,INR,REP000049,Rajesh Joshi,PO-168933,GST12
INV0005265,CUST000527,Mahindra Textiles Enterprises,2025-03-30,2025-05-29,328513.05,39421.57,367934.62,0.00,367934.62,Unpaid,,Net 60,INR,REP000004,Sunil Gupta,PO-691339,GST12
INV0005266,CUST000527,Mahindra Textiles Enterprises,2024-12-10,2025-02-08,226381.55,11319.08,237700.63,237700.63,0.00,Paid,2025-01-29,Net 60,INR,REP000036,Anita Mishra,PO-505945,GST5
INV0005271,CUST000528,Birla Textiles Enterprises,2025-02-19,2025-03-21,68933.30,8272.00,77205.30,77205.30,0.00,Paid,2025-04-16,Net 30,INR,REP000011,Priya Gupta,PO-838109,GST12
INV0005272,CUST000528,Birla Textiles Enterprises,2024-11-16,2024-12-16,41251.20,4950.14,46201.34,46201.34,0.00,Paid,2025-01-15,Net 30,INR,REP000023,Vijay Mishra,PO-519747,GST12
INV0005273,CUST000528,Birla Textiles Enterprises,2024-10-28,2024-11-27,77204.52,3860.23,81064.75,0.00,81064.75,Overdue,,Net 30,INR,REP000034,Rani Mishra,PO-856636,GST5
INV0005274,CUST000528,Birla Textiles Enterprises,2024-11-22,2024-12-22,99711.40,11965.37,111676.77,111676.77,0.00,Paid,2025-04-10,Net 30,INR,REP000002,Amit Gupta,PO-406016,GST12
INV0005275,CUST000528,Birla Textiles Enterprises,2024-11-18,2024-12-18,75287.40,3764.37,79051.77,79051.77,0.00,Paid,2024-12-21,Net 30,INR,REP000042,Amit Joshi,PO-153589,GST5
INV0005281,CUST000529,Adani Textiles Enterprises,2025-03-22,2025-05-06,496910.06,89443.81,586353.87,0.00,586353.87,Unpaid,,Net 45,INR,REP000027,Sanjay Mishra,PO-630820,GST18
INV0005282,CUST000529,Adani Textiles Enterprises,2024-12-14,2025-01-28,213703.65,38466.66,252170.31,252170.31,0.00,Paid,2025-04-17,Net 45,INR,REP000032,Neha Mishra,PO-577178,GST18
INV0005283,CUST000529,Adani Textiles Enterprises,2024-11-07,2024-12-22,427653.07,21382.65,449035.72,449035.72,0.00,Paid,2024-11-22,Net 45,INR,REP000014,Rani Gupta,PO-102323,GST5
INV0005284,CUST000529,Adani Textiles Enterprises,2025-03-05,2025-04-19,308282.35,55490.82,363773.17,0.00,363773.17,Unpaid,,Net 45,INR,REP000014,Rani Gupta,PO-425429,GST18
INV0005285,CUST000529,Adani Textiles Enterprises,2025-01-27,2025-03-13,191921.36,23030.56,214951.92,214951.92,0.00,Paid,2025-04-05,Net 45,INR,REP000044,Sunil Joshi,PO-241997,GST12
INV0005286,CUST000529,Adani Textiles Enterprises,2024-12-22,2025-02-05,129776.22,23359.72,153135.94,153135.94,0.00,Paid,2025-03-19,Net 45,INR,REP000005,Anil Gupta,PO-950613,GST18
INV0005287,CUST000529,Adani Textiles Enterprises,2024-11-07,2024-12-22,459763.98,55171.68,514935.66,514935.66,0.00,Paid,2025-03-07,Net 45,INR,REP000011,Priya Gupta,PO-216590,GST12
INV0005291,CUST000530,JSW Textiles Enterprises,2025-02-19,2025-03-21,314782.50,15739.13,330521.63,330521.63,0.00,Paid,2025-03-10,Net 30,INR,REP000037,Meena Mishra,PO-314586,GST5
INV0005292,CUST000530,JSW Textiles Enterprises,2025-03-16,2025-04-15,144351.31,17322.16,161673.47,161673.47,0.00,Paid,2025-04-04,Net 30,INR,REP000041,Raj Joshi,PO-102156,GST12
INV0005293,CUST000530,JSW Textiles Enterprises,2024-11-02,2024-12-02,173623.21,31252.18,204875.39,0.00,204875.39,Overdue,,Net 30,INR,REP000004,Sunil Gupta,PO-866196,GST18
INV0005294,CUST000530,JSW Textiles Enterprises,2025-03-03,2025-04-02,483569.38,58028.33,541597.71,541597.71,0.00,Paid,2025-03-13,Net 30,INR,REP000033,Pooja Mishra,PO-706517,GST12
INV0005295,CUST000530,JSW Textiles Enterprises,2025-01-24,2025-02-23,172888.47,20746.62,193635.09,0.00,193635.09,Overdue,,Net 30,INR,REP000007,Sanjay Gupta,PO-545193,GST12
INV0005296,CUST000530,JSW Textiles Enterprises,2025-01-17,2025-02-16,462465.58,83243.80,545709.38,545709.38,0.00,Paid,2025-02-04,Net 30,INR,REP000034,Rani Mishra,PO-666797,GST18
INV0005297,CUST000530,JSW Textiles Enterprises,2025-02-20,2025-03-22,204337.67,36780.78,241118.45,241118.45,0.00,Paid,2025-02-27,Net 30,INR,REP000035,Sunita Mishra,PO-159997,GST18
INV0005298,CUST000530,JSW Textiles Enterprises,2025-04-06,2025-05-06,93364.89,4668.24,98033.13,0.00,98033.13,Unpaid,,Net 30,INR,REP000013,Pooja Gupta,PO-813099,GST5
INV0005301,CUST000531,Godrej Textiles Enterprises,2025-04-05,2025-04-12,94063.58,16931.44,110995.02,110995.02,0.00,Paid,2025-04-10,Net 7,INR,REP000027,Sanjay Mishra,PO-512536,GST18
INV0005302,CUST000531,Godrej Textiles Enterprises,2024-11-15,2024-11-22,81301.38,14634.25,95935.63,95935.63,0.00,Paid,2025-03-19,Net 7,INR,REP000028,Rakesh Mishra,PO-460176,GST18
INV0005303,CUST000531,Godrej Textiles Enterprises,2024-12-11,2024-12-18,24342.01,2921.04,27263.05,0.00,27263.05,Overdue,,Net 7,INR,REP000004,Sunil Gupta,PO-322904,GST12
INV0005304,CUST000531,Godrej Textiles Enterprises,2024-12-23,2024-12-30,65783.46,11841.02,77624.48,77624.48,0.00,Paid,2025-04-01,Net 7,INR,REP000036,Anita Mishra,PO-446118,GST18
INV0005305,CUST000531,Godrej Textiles Enterprises,2024-12-12,2024-12-19,71127.18,12802.89,83930.07,83930.07,0.00,Paid,2025-02-02,Net 7,INR,REP000016,Anita Gupta,PO-106325,GST18
INV0005306,CUST000531,Godrej Textiles Enterprises,2025-01-07,2025-01-14,85009.13,15301.64,100310.77,100310.77,0.00,Paid,2025-03-12,Net 7,INR,REP000018,Kavita Gupta,PO-117662,GST18
INV0005307,CUST000531,Godrej Textiles Enterprises,2025-01-30,2025-02-06,34274.02,4112.88,38386.90,38386.90,0.00,Paid,2025-03-26,Net 7,INR,REP000004,Sunil Gupta,PO-619506,GST12
INV0005308,CUST000531,Godrej Textiles Enterprises,2025-04-08,2025-04-15,54884.48,9879.21,64763.69,0.00,64763.69,Overdue,,Net 7,INR,REP000019,Shalini Gupta,PO-700312,GST18
INV0005311,CUST000532,L&T Textiles Enterprises,2025-02-21,2025-03-23,252187.00,45393.66,297580.66,297580.66,0.00,Paid,2025-04-02,Net 30,INR,REP000041,Raj Joshi,PO-154879,GST18
INV0005312,CUST000532,L&T Textiles Enterprises,2024-12-10,2025-01-09,188116.10,33860.90,221977.00,0.00,221977.00,Overdue,,Net 30,INR,REP000015,Sunita Gupta,PO-315066,GST18
INV0005313,CUST000532,L&T Textiles Enterprises,2025-01-27,2025-02-26,391019.71,109485.52,500505.23,500505.23,0.00,Paid,2025-03-13,Net 30,INR,REP000031,Priya Mishra,PO-792897,GST28
INV0005314,CUST000532,L&T Textiles Enterprises,2025-02-12,2025-03-14,58967.69,10614.18,69581.87,69581.87,0.00,Paid,2025-03-04,Net 30,INR,REP000035,Sunita Mishra,PO-113131,GST18
INV0005321,CUST000533,ICICI Textiles Enterprises,2024-10-24,2024-11-23,81009.61,4050.48,85060.09,85060.09,0.00,Paid,2025-02-22,Net 30,INR,REP000006,Rahul Gupta,PO-590243,GST5
INV0005322,CUST000533,ICICI Textiles Enterprises,2024-11-30,2024-12-30,48909.06,2445.45,51354.51,51354.51,0.00,Paid,2024-12-27,Net 30,INR,REP000031,Priya Mishra,PO-763376,GST5
INV0005323,CUST000533,ICICI Textiles Enterprises,2025-02-23,2025-03-25,20787.94,1039.40,21827.34,21827.34,0.00,Paid,2025-02-28,Net 30,INR,REP000001,Raj Gupta,PO-215494,GST5
INV0005324,CUST000533,ICICI Textiles Enterprises,2024-12-21,2025-01-20,36245.86,4349.50,40595.36,40595.36,0.00,Paid,2025-04-08,Net 30,INR,REP000042,Amit Joshi,PO-705033,GST12
INV0005331,CUST000534,SBI Textiles Enterprises,2024-10-31,2024-12-30,133324.80,6666.24,139991.04,139991.04,0.00,Paid,2024-11-24,Net 60,INR,REP000010,Ashok Gupta,PO-736023,GST5
INV0005332,CUST000534,SBI Textiles Enterprises,2025-01-02,2025-03-03,164262.20,19711.46,183973.66,183973.66,0.00,Paid,2025-01-30,Net 60,INR,REP000022,Amit Mishra,PO-422367,GST12
INV0005333,CUST000534,SBI Textiles Enterprises,2024-12-12,2025-02-10,168276.61,20193.19,188469.80,188469.80,0.00,Paid,2025-01-22,Net 60,INR,REP000012,Neha Gupta,PO-527672,GST12
INV0005334,CUST000534,SBI Textiles Enterprises,2025-03-10,2025-05-09,447038.08,125170.66,572208.74,0.00,572208.74,Unpaid,,Net 60,INR,REP000026,Rahul Mishra,PO-795665,GST28
INV0005335,CUST000534,SBI Textiles Enterprises,2024-12-21,2025-02-19,51142.36,2557.12,53699.48,53699.48,0.00,Paid,2025-03-31,Net 60,INR,REP000027,Sanjay Mishra,PO-702077,GST5
INV0005341,CUST000535,TCS Textiles Enterprises,2024-12-18,2025-01-02,1744033.74,209284.05,1953317.79,1953317.79,0.00,Paid,2025-04-04,Net 15,INR,REP000036,Anita Mishra,PO-926800,GST12
INV0005342,CUST000535,TCS Textiles Enterprises,2024-10-31,2024-11-15,1515928.03,75796.40,1591724.43,1591724.43,0.00,Paid,2025-03-23,Net 15,INR,REP000019,Shalini Gupta,PO-572121,GST5
INV0005343,CUST000535,TCS Textiles Enterprises,2024-11-23,2024-12-08,1137556.78,56877.84,1194434.62,0.00,1194434.62,Overdue,,Net 15,INR,REP000005,Anil Gupta,PO-448314,GST5
INV0005351,CUST000536,Bajaj Textiles Enterprises,2025-03-23,2025-05-07,65262.39,18273.47,83535.86,0.00,83535.86,Unpaid,,Net 45,INR,REP000012,Neha Gupta,PO-418952,GST28
INV0005352,CUST000536,Bajaj Textiles Enterprises,2025-02-08,2025-03-25,55954.40,10071.79,66026.19,66026.19,0.00,Paid,2025-04-10,Net 45,INR,REP000029,Rajesh Mishra,PO-979109,GST18
INV0005353,CUST000536,Bajaj Textiles Enterprises,2025-03-01,2025-04-15,88644.84,15956.07,104600.91,0.00,104600.91,Overdue,,Net 45,INR,REP000005,Anil Gupta,PO-231757,GST18
INV0005354,CUST000536,Bajaj Textiles Enterprises,2025-03-15,2025-04-29,84872.82,4243.64,89116.46,0.00,89116.46,Unpaid,,Net 45,INR,REP000004,Sunil Gupta,PO-712643,GST5
INV0005361,CUST000537,HCL Textiles Enterprises,2024-11-18,2024-12-18,385452.89,107926.81,493379.70,493379.70,0.00,Paid,2025-03-06,Net 30,INR,REP000023,Vijay Mishra,PO-524368,GST28
INV0005362,CUST000537,HCL Textiles Enterprises,2024-12-16,2025-01-15,164860.90,29674.96,194535.86,0.00,194535.86,Overdue,,Net 30,INR,REP000026,Rahul Mishra,PO-889200,GST18
INV0005363,CUST000537,HCL Textiles Enterprises,2025-03-15,2025-04-14,238039.08,28564.69,266603.77,266603.77,0.00,Paid,2025-03-24,Net 30,INR,REP000010,Ashok Gupta,PO-264788,GST12
INV0005371,CUST000538,Hindustan Textiles Enterprises,2024-12-14,2025-01-13,422788.05,21139.40,443927.45,443927.45,0.00,Paid,2025-02-23,Net 30,INR,REP000030,Ashok Mishra,PO-941126,GST5
INV0005372,CUST000538,Hindustan Textiles Enterprises,2025-02-07,2025-03-09,382724.03,19136.20,401860.23,401860.23,0.00,Paid,2025-03-21,Net 30,INR,REP000017,Meena Gupta,PO-356944,GST5
INV0005373,CUST000538,Hindustan Textiles Enterprises,2025-01-03,2025-02-02,64678.54,3233.93,67912.47,67912.47,0.00,Paid,2025-03-16,Net 30,INR,REP000013,Pooja Gupta,PO-331828,GST5
INV0005374,CUST000538,Hindustan Textiles Enterprises,2024-11-03,2024-12-03,309174.33,55651.38,364825.71,364825.71,0.00,Paid,2025-01-02,Net 30,INR,REP000045,Anil Joshi,PO-296597,GST18
INV0005375,CUST000538,Hindustan Textiles Enterprises,2024-11-30,2024-12-30,175096.33,31517.34,206613.67,206613.67,0.00,Paid,2025-02-12,Net 30,INR,REP000007,Sanjay Gupta,PO-947672,GST18
INV0005381,CUST000539,Indian Textiles Enterprises,2025-02-27,2025-04-28,383190.12,45982.81,429172.93,0.00,429172.93,Unpaid,,Net 60,INR,REP000049,Rajesh Joshi,PO-529682,GST12
INV0005382,CUST000539,Indian Textiles Enterprises,2024-12-14,2025-02-12,76130.47,13703.48,89833.95,89833.95,0.00,Paid,2025-02-04,Net 60,INR,REP000027,Sanjay Mishra,PO-606268,GST18
INV0005383,CUST000539,Indian Textiles Enterprises,2024-11-16,2025-01-15,461877.85,129325.80,591203.65,591203.65,0.00,Paid,2024-12-24,Net 60,INR,REP000026,Rahul Mishra,PO-517854,GST28
INV0005384,CUST000539,Indian Textiles Enterprises,2025-01-09,2025-03-10,493984.72,88917.25,582901.97,582901.97,0.00,Paid,2025-01-25,Net 60,INR,REP000025,Anil Mishra,PO-685841,GST18
INV0005385,CUST000539,Indian Textiles Enterprises,2025-01-29,2025-03-30,190037.39,34206.73,224244.12,224244.12,0.00,Paid,2025-03-27,Net 60,INR,REP000007,Sanjay Gupta,PO-146112,GST18
INV0005391,CUST000540,Tech Textiles Enterprises,2025-04-11,2025-04-26,25267.01,1263.35,26530.36,0.00,26530.36,Unpaid,,Net 15,INR,REP000027,Sanjay Mishra,PO-911438,GST5
INV0005392,CUST000540,Tech Textiles Enterprises,2024-11-08,2024-11-23,66380.83,11948.55,78329.38,0.00,78329.38,Overdue,,Net 15,INR,REP000041,Raj Joshi,PO-603454,GST18
INV0005393,CUST000540,Tech Textiles Enterprises,2024-11-12,2024-11-27,81220.54,9746.46,90967.00,90967.00,0.00,Paid,2025-03-31,Net 15,INR,REP000034,Rani Mishra,PO-193572,GST12
INV0005394,CUST000540,Tech Textiles Enterprises,2024-12-30,2025-01-14,43704.63,7866.83,51571.46,51571.46,0.00,Paid,2025-04-12,Net 15,INR,REP000042,Amit Joshi,PO-125484,GST18
INV0005395,CUST000540,Tech Textiles Enterprises,2024-11-19,2024-12-04,25238.37,4542.91,29781.28,29781.28,0.00,Paid,2025-01-27,Net 15,INR,REP000026,Rahul Mishra,PO-295440,GST18
INV0005396,CUST000540,Tech Textiles Enterprises,2025-01-13,2025-01-28,82464.88,14843.68,97308.56,97308.56,0.00,Paid,2025-01-31,Net 15,INR,REP000019,Shalini Gupta,PO-107008,GST18
INV0005397,CUST000540,Tech Textiles Enterprises,2025-01-29,2025-02-13,86191.47,10342.98,96534.45,0.00,96534.45,Overdue,,Net 15,INR,REP000036,Anita Mishra,PO-209509,GST12
INV0005401,CUST000541,Tata Pharma Enterprises,2025-01-27,2025-02-26,63025.18,11344.53,74369.71,0.00,74369.71,Overdue,,Net 30,INR,REP000026,Rahul Mishra,PO-247107,GST18
INV0005402,CUST000541,Tata Pharma Enterprises,2025-01-26,2025-02-25,469578.77,23478.94,493057.71,0.00,493057.71,Overdue,,Net 30,INR,REP000035,Sunita Mishra,PO-887970,GST5
INV0005403,CUST000541,Tata Pharma Enterprises,2025-03-18,2025-04-17,51595.84,6191.50,57787.34,57787.34,0.00,Paid,2025-04-05,Net 30,INR,REP000026,Rahul Mishra,PO-933302,GST12
INV0005404,CUST000541,Tata Pharma Enterprises,2025-01-30,2025-03-01,57058.32,10270.50,67328.82,67328.82,0.00,Paid,2025-02-28,Net 30,INR,REP000039,Shalini Mishra,PO-386028,GST18
INV0005405,CUST000541,Tata Pharma Enterprises,2025-04-13,2025-05-13,196194.62,9809.73,206004.35,206004.35,0.00,Paid,2025-04-27,Net 30,INR,REP000021,Raj Mishra,PO-976262,GST5
INV0005406,CUST000541,Tata Pharma Enterprises,2025-01-30,2025-03-01,486773.24,24338.66,511111.90,511111.90,0.00,Paid,2025-04-02,Net 30,INR,REP000044,Sunil Joshi,PO-682728,GST5
INV0005411,CUST000542,Reliance Pharma Enterprises,2025-04-13,2025-05-28,71382.47,3569.12,74951.59,0.00,74951.59,Unpaid,,Net 45,INR,REP000005,Anil Gupta,PO-730161,GST5
INV0005412,CUST000542,Reliance Pharma Enterprises,2024-12-07,2025-01-21,76936.32,3846.82,80783.14,80783.14,0.00,Paid,2025-02-27,Net 45,INR,REP000011,Priya Gupta,PO-591834,GST5
INV0005413,CUST000542,Reliance Pharma Enterprises,2024-10-23,2024-12-07,74216.29,20780.56,94996.85,0.00,94996.85,Overdue,,Net 45,INR,REP000049,Rajesh Joshi,PO-787729,GST28
